44,화자,intent,subintent,question,answer,q_entity,a_entity,용어사전,지식베이스,교통
44,상담사,배차간격,위치,네 그러세요  혹시 선생님 기다리시는 정류장 이름이 어떻게 됩니까?,노원네거리 공단세차장앞,정류장 이름,노원네거리 공단세차장앞,"정류장 이름/정류장 명, 노원네거리 공단세차장앞/노원네거리 공단세차장앞","노원네거리 공단세차장앞/위치/위치,",교통
44,상담사,배차간격,위치,네 선생님 지금 노원네거리 공단세차장관련으로 지금 확인되시는데 혹시 앞인가 건너인가요,앞,"노원네거리 공단세차장 앞, 건너",앞,"노원네거리 공단세차장 앞/노원네거리 공단세차장앞, 건너/건너",,교통
44,민원인,배차간격,,맨앞에꺼는 몇시에 옵니까?,지금 현재로서는 현재 정류장이 대구은행삼공단 지점앞에 있는 곳으로 확인되고요 그리고 삼분이라고 확인은 지금 삼분에서 사분이라고 확인되시기 때문에 곧 도착 예정이라고 조회됩니다.,"앞, 시","정류장, 대구은행삼공단 지점앞, 곳, 삼분, 사, 분, 도착 예정","시/시, 정류장/정류장, 곳/군데, 도착 예정/도착시간",,교통
44,민원인,배차간격,,그 몇시쯤 도착합니까?,지금 시간으로 정확하게 얘기 교통에 따라 달라지기 때문에 지금 삼분이라고 표시가 되더라도 오분정도는 기다려 주셔야 될 것 같아요 선생님,"시, 도착","시간, 교통, 삼분, 오분",시/시,,교통
44,민원인,길찾기,,북부동주민센터앞인데요 암양 일번 거기는 적혀있는데 암양 일번 안 지나 다니는데 그럼 안양 일번은 어디서 타야 돼요,죄송합니다. 안양 쪽은 저희 관할이 아니라서 제가 그 부분이 확인이 어렵습니다.,"북부동주민센터앞, 암양 일번","안양, 관할","북부동주민센터앞/북부동주민센터, 암양 일번/암양 일번","북부동주민센터/출발지/위치,",교통
44,민원인,길찾기,,북부동주민센터에서 자인면사무소요 암양 일번 말고 가는 건 없어요.,잠깐만요 암양일번간다고 되어 있어요. 선생님 그러면요 사백사십구번을 사사구를 타고 영남대앞에 내리셔서 거기서 타라는 부분도 있고요 아니면 금액 다 한 개 정류장이예요,"북부동주민센터, 자인면사무소, 암양 일번","암양일번, 사백사십구번, 사사구, 영남대앞, 금액, 한개, 정류장","북부동주민센터/북부동주민센터, 암양 일번/암양 일번, 암양일번/암양 일번, 영남대앞/영남대, 정류장/정류장","북부동주민센터/출발지/위치,자인면사무소/도착지/위치,",교통
44,민원인,길찾기,,그래서 구일팔도 구일팔도 영남대가요,예 영남대쪽으로 가셔가지고 거기서 타시는 게 더낫겠습니다.,"구일팔, 영남대",영남대,영남대/영남대,"영남대/도착지/위치,",교통
44,민원인,불법주정차,,예예 불법 노점상 신고할려고 카는데,선생님 불법노점신고는 그 해당 구청에 건설과쪽으로 말씀하시면 되는데요,"불법 노점상, 신고","불법노점신고, 구청, 건설",불법 노점상/불법 노점,,교통
44,상담사,불법주정차,위치,혹시 그지역에,동구요,지역,동구,,"동구/위치/위치,",교통
44,민원인,배차간격,,네 백다시일번 정확한 첫차 시간은 몇신거예요 황금동에 도착하는 첫차시간,그러면 죄송합니다. 경산버스이기 때문에 제가 확인하고 한번 연닥드려도 괜찮을까요,"백, 일, 번, 정확, 첫차, 시간, 신거, 황금동, 도착, 첫차, 시간, ","경산, 버스, 확인, 번, 닥, ","백/백, 번/회","백다시일번/버스번호/버스번호,",교통
44,상담사,배차간격,위치,버스는 시외버스인것처럼 저희가 정확한 시간은 없습니다. 저희가 평균시간으로 확인 도와드릴 텐데 선생님 출발하는 위치가 황금동인가요,네 황금동이요,"버스, 시외버스, 시간, 평균, 시간, 확인, 선생, 출발, 위치, 황금동, ","황금동, ",위치/위치,"황금동/위치/위치,",교통
44,상담사,배차간격,위치,버스정류장 명칭 알고 계십니까?,과학 대구과학고건너요,"버스, 정류장, 명칭, ","과학, 대구, 과학고, ","정류장/정류장, 명칭/이름, 대구/대구","대구과학고건너/위치/위치,",교통
44,상담사,배차간격,위치,네 혹시 방향이 여러 군데가 있는데 어느 쪽으로 가는 방향입니까?,경산쪽으로 가는 방향이요,"방향, 군데, 방향, ","경산, 방향, ","방향/방면, 군데/군데",,교통
44,상담사,배차간격,위치,혹시 선생님 경산 어디까지 //// 가요,아 네 선생님 백천주공이라고 정류장을 확인했고 선생님께서 백천주공에서 출발을 합니까?선생님,"선생, 경산, 가요, ","선생, 백, 천, 주공, 정류장, 확인, 선생, 백, 천, 주공, 출발, 선생, ","백/백, 정류장/정류장",,교통
44,민원인,분실물,,아 안녕하세요 제가 택시에 핸드폰을 두고 내렸는데요,보통 분실물이 발생이 되면은 일단 기사께서 다른 뭐 승객이 주워 가지만 않는다면은 분실물에 대해서는 택시조합으로 맡겨주시거나 아니면 운전을 하시다가 경찰서에서 맡겨주는 경우도 있다고 하더라구요,"안녕, 택시, 핸드폰, ","보통, 분실물, 발생, 기사, 승객, 다면, 분실물, 택시, 조합, 운전, 경찰서, 경우, ","핸드폰/휴대전화, 분실물/분실물, 승객/승객","택시/대중교통수단/교통수단,휴대전화/분실물/분실물,",교통
44,상담사,분실물,개인법인,네 그래서 지금 그 이용하셨던 택시가 개인택시인가요 아니면은 법인택시인가요,희망교통 희망교통이면 법인택시죠,"이용, 택시, 개인택시, 법인, 택시, ","희망, 교통, 희망, 교통, 법인, 택시, ",개인택시/개인택시,"희망교통/개인법인/기관,법인택시/개인법인/택시구분,",교통
44,상담사,분실물,차량번호,네 네 일단 택시번호는 몇 번이세요,네 대구 삼십일 다 일오칠삼이요,"택시, 번호, 번, ","대, 구, 삼, 십, 일, 일, 오, 칠, 삼, ","번호/차량번호, 번/회","대구 삼십일 다 일오칠삼/차량번호/차량번호,",교통
44,민원인,분실물,,아 예 어제 남구 일번 다섯시 쯤 돼 가지고 탔는데 지갑을 거 놔두고 내렸는가 그 한 번 알아보면 안 될까요,아 그렇습니까? 요 안타깝네요 선생님 우선 남구 일번은요 선생님 버스회사가 현대교통으로 확인이 되는데요 이런 경우에는 버스회사 쪽으로 바로 문의를 해 보셔야 합니다.,"일, 번, 다섯, 시, 지갑, 번, ","선생, 일, 번, 선생, 버스, 회사, 현대, 교통, 확인, 경우, 버스, 회사, 문의, ","번/회, 시/시, 회사/회사","어제/시간/시간,남구 일번/버스번호/버스번호,다섯시/시간/시간,지갑/분실물/분실물,",교통
44,민원인,전화번호,,버스회사 전화번호가 몇 번 됩니까?,네 현대교통 연락처가 공오삼 칠팔하나에요,"버스, 회사, 전화, 번호, 번, ","현대, 교통, 연락처, 공, 오, 삼, 칠, 팔, 하나, ","회사/회사, 전화/통화, 번호/차량번호, 번/회, 연락처/연락처","현대교통/기관/기관,",교통
44,민원인,불편신고,,아 저가요 이거 칠곡 중학교에서요 세시 삼십분 쯤에 시내 쪽으로 가는 버스를 타고 있었거든요 칠곡에서 거기 수성구 거기 만촌동 글로 가는 급행 삼을 타고 있었거든요 근데 저희 두 명이 지금 고등학생이거든요 그 학교에 지금 전화해서 확인할 수도 있고 고등학생인데 저희 두 명이 좀 하여 하여튼 한 명은 덩치가 커 가지고 어른처럼 보여요 그래 가지고 저가 저가 학생이에요. 학생 두 명이요 이캤는데 아저씨가 뭐 대학생 아니냐고 뭐 돈도 안주고요 지금 돈도 안 받았거든요,예 선생님 그렇다면은 그 부분은 기분이 나쁜 부분은 맞는데요 선생님 근데 제가 볼 때는 이제 기사님 입장에서도 이제 선생님께서 이제 덩치가 조금 학생으로 보기는 조금 그하다 보니까 이케 학생증이 있다면은 바로 확신이 들어서 다른 별 다른 말씀을 안 하실 것 같은데 이럴 때는 학생증이 가장 선생님께서 학생증이 아니라 뭐 청소년증이라도 따로 있으면은 확인이 바로 되는 부분인데 이게 선생님 기사님하고 잘 말씀하셔서 이게 잔돈은 다시 돌려 받을 수 있는 걸로 한번 말씀을 한번 해 보시죠,"칠, 곡, 중학교, 시, 삼, 십, 분, 쯤, 시내, 버스, 칠, 곡, 수성구, 만촌동, 글, 급행, 삼, 명, 고등, 학생, 학교, 전화, 확인, 고등, 학생, 명, 명, 덩치, 어른, 학생, 학생, 명, 아저씨, 대학생, 돈, 돈, ","선생, 부분, 기분, 부분, 선생, 때, 기사, 입장, 선생, 덩치, 학생, 학생증, 확신, 별, 말씀, 때, 학생증, 선생, 학생증, 청소년, 증이, 확인, 부분, 선생, 기사, 말씀, 잔돈, 번, 말씀, ","시/시, 명/이름, 전화/통화, 확신/확답, 잔돈/잔돈, 번/회","칠곡 중학교/위치/위치,세시 삼십분/시간/시간,",교통
44,민원인,불편신고,,아니요 아니요 차를 이게 버스랑 사고 날 뻔 했어요. 지금 애기랑 같이 타고 가고 있는데,일단은 저희 이제 일일공 콜센터에서 받고 있는 불편신고에 있어서는 요 버스나 택시를 직접 이용하면서 겪으실 송피시적인 불편사항을 저희가,"차, 버스, 애기, ","일, 일, 공, 콜, 센터, 불편, 신고, 버스, 택시, 이용, 송피, 시, 불편, 사항, ","차/차량, 애기/애, 시/시","버스/대중교통수단/교통수단,사고/불편유형/불편유형,",교통
44,민원인,전화번호,,몇 번으로 해야 되죠,도로 교통법 상의 네 네 난폭운전이나 일단 그 부분이기 때문에 난폭운전 신고 따로 있고요 제가 전화번호 문자로 바로 전송해 드릴게요,"번, ","도로, 교통, 법, 상, 난폭운전, 부분, 난폭운전, 신고, 전화, 번호, 문자, 전송, ","번/회, 전화/통화, 번호/차량번호",,교통
44,민원인,배차간격,,여보세요 용산역 이번 출구에 버스정류장에서 있는데요 그 버스 운행정보 그 있는 판에요 달서 오번이 안 뜨는데 오늘 달서 오 운행 안 하나요,달성군 지금 현재 약 십이분 뒤에 해당 정류장에 도착한다고 좀 조회는 되고는 있습니다.,"용산역, 이번, 출구, 버스, 정류장, 버스, 운행, 정보, 달서, 오, 번, 달서, 오, 운행, ","달성군, 십, 이, 분, 뒤, 해당, 정류장, 도착, 조회, ","정류장/정류장, 번/회, 뒤/뒤, 조회/조회","용산역 이번 출구/위치/위치,달서 오번/버스번호/버스번호,",교통
44,상담사,배차간격,위치,아유 저희 선생님 지금 그 용산역이라고 하셨어요,네 용산역 이번 출구요,"선생, 용산역, ","용산역, 이번, 출구, ",,"용산역 이번 출구/위치/위치,",교통
44,민원인,친절기사,,아니 버스를 타니까 남 다르게 하도 친절한 사람이 있어서 내 전화 한 통화 드렸거든요,예 그러면 예 처리 그 신고 친절 기사로 미담으로 접수해 드리도록 하고요 예 지금,"버스, 남, 친절, 사람, 전화, 통화, ","처리, 신고, 친절, 기사, 미담, 접수, ","전화/통화, 통화/통화, 처리/접수, 접수/접수","버스/대중교통수단/교통수단,",교통
44,상담사,친절기사,버스번호,네 네 선생님 뭐 몇 번 버스 타셨습니까?,여기 차 번호가 육사군데 차 남바는 칠공다에 오이육공,"선생, 번, 버스, ","여기, 차, 번호, 육, 사, 군데, 차, 남바, 칠공, 다, 오이, 육공, ","번/회, 차/차량, 번호/차량번호, 군데/군데","육사구/버스번호/버스번호,칠공다 오이육공/차량번호/차량번호,",교통
44,상담사,친절기사,위치,지금 어느 정류장에 있으신가요 선생님,예,"정류장, 가요, 선생, ","예, ",정류장/정류장,,교통
44,상담사,친절기사,시간,지금 버스타고 계신 거에요,예 버스타고 있,"버스, ","버스, ",,"버스/대중교통수단/교통수단,",교통
44,민원인,건의사항,,금호동 사수동에서 칠곡으로 가는 버스가 없어가 저희들이 항상 여기 팔달역이나 공단역에 내리가 또 건너서 또 칠곡 가는 차를 또 타고 가거든요 그기 너무 불편해서 좀 이렇게 시정됐으면 좋겠다 싶어 전화를,아 그러세요 그러면 선생님 그 버스 그 노선 그 건의하는 분의 그 그 쪽 부서가 있는데요 일단 지금 바로 되지는 않고 이렇게 선생님께서 전화를 주시거나 이런 부분이 있으시면 이 쪽에서 인제 그 의견을 수렴을 해서 처리하는 부분 있거든요,"금호동, 사수동, 칠곡, 버스, 팔달역, 공단역, 내리, 칠, 곡, 차, 불편, 시정, 전화, ","선생, 버스, 노선, 건의, 부서, 선생, 전화, 부분, 의견, 수렴, 처리, 부분, ","금호동/금호동, 차/차량, 시정/시정, 전화/통화, 노선/버스노선, 처리/접수",,교통
44,민원인,길찾기,,네 어 어 경명여고 앞에서요 성서 영남네오빌비스타 가려면은 어떻게 가야 돼요,네 경명여고 앞에서 삼백사번 버스를 탑승하시구요 다섯개 정류장 이동 후에 남문시장 앞에서 이제 팔백오번을 환승하시면 되겠습니다.,"경명, 여고, 앞, 성서, 영남, 네오빌, 비스타, ","경명, 여고, 앞, 삼, 백, 사, 번, 버스, 탑승, 다섯, 개, 정류장, 이동, 후, 남문, 시장, 앞, 팔, 백, 오, 번, 환승, ","여고/여고, 백/백, 번/회, 탑승/승차, 개/개, 정류장/정류장, 후/뒤","경명여고 앞/ 출발지/위치,성서 영남네오빌비스타/도착지/위치,",교통
44,민원인,불편신고,,어 지금 버스 배차간격 대로 운영 안 하는 것도 신고 가능한가요,음 아 네 맞네요 선생님 배차 안 찍히시는 게 맞네요 선생님 일단은 시간대로 조회 한 번 해 보고 고 해당 회사 쪽으로 내용 전달해가지고 고 제대로 시정 교육할 수 있도록 전달 바로 해 놓도록 하겠습니다. 선생님,"버스, 배차, 간격, 대로, 운영, 신고, 가능, 가요, ","선생, 배차, 선생, 시간, 조회, 번, 해당, 회사, 내용, 전달, 고, 시정, 교육, 전달, 선생, ","배차/배차간격, 조회/조회, 번/회, 회사/회사, 시정/시정","버스/대중교통수단/교통수단,배차간격/불편유형/불편유형,",교통
44,상담사,불편신고,버스번호,어 네 네 선생님 노선이 몇 번 노선이십니까?,북구 일번이고요,"선생, 노선, 번, 노선, ","북구, 일, 번, 고요, ","노선/버스노선, 번/회","북구 일/버스번호/버스번호,",교통
44,민원인,분실물,,여기 어 택시안에서 분실물이 있었는데 그거는 어떻게 신고하나요,아 가방 예 가방도 지금 습득이 되 있는 게 없는 걸로 확인이 되어서요 이거는 택시조합으로 연락을 해 보셔야 될 것 같습니다. 저희가 택시 안에서 분실한 분실물에 대해서는 조합에서 다 관리를 하고 있거든요,"택시, 안, 분실물, 신고, ","가방, 예, 가방, 습득, 확인, 택시, 조합, 연락, 택시, 안, 분실, 분실물, 조합, 관리, ","안/안, 분실물/분실물, 습득/습득","택시/대중교통수단/교통수단,가방/분실물/분실물,",교통
44,상담사,분실물,개인법인,분실물이라 하셨는데요 혹시 선생님이 타신 택시가 법인인지 개인인지는 기억나십니까?,그거는 기억안나고요,"분실물, 선생, 택시, 법인, 개인, ","기억, ","분실물/분실물, 개인/개인택시",,교통
44,상담사,분실물,시간,선생님 제가 혹시 언제 분실을 하셨습니까?,어제 새벽이요,"선생, 분실, ","새벽, ",,"어제 새벽/시간/시간,",교통
44,민원인,분실물,,아 예 여기 내가 택시타 택시타고 오다가 잠바하고 시계를 내가 잃어버렸어요 놓고 내린 것 같거든요,네 보통택시에서 유실물이 발생될 경우에는 그 택시기사 분이 그 경찰서로 자진신고 해서 경찰청 그 유실물센터라고 해서 그 쪽으로 올려놓는 경로가 있구요 그게 아니라면 버스회사그 택시회사나 개인택시 조합 쪽으로 일단은 수압물을 어 전달해 놓기도 하는데 일단 전반적으로 지금 택시번호를 모르시기 때문에 어 괜찮으시다면 경찰청 그 유실물센터 유알엘이라도 문자로 발송해 놓겠 놓아드려도 되겠습니까?,"택시, 택시, 잠바, 시계, ","보통, 택시, 유실물, 발생, 경우, 택시, 기사, 경찰서, 자진, 신고, 경찰청, 유실물, 센터, 경로, 버스, 회사, 택시, 회사, 개인택시, 조합, 수압, 물, 전달, 전반, 택시, 번호, 경찰청, 유실물, 센터, 유, 알엘, 문자, 발송, ","유실물/분실물, 회사/회사, 개인택시/개인택시, 번호/차량번호","택시/대중교통수단/교통수단,잠바/분실물/분실물,시계/분실물/분실물,",교통
44,상담사,분실물,차량번호,혹시 택시번호 보셨습니까?,택시번호는 모르겠어요 거가 지금 /////////,"택시, 번호, ","택시, 번호, ",번호/차량번호,,교통
44,민원인,불편신고,,그런데 운전을 너무 난폭하게 하셔가지고,저희 쪽에서 해당택시 번호 하고 이용하신시간 말씀해 주시면 시정 조치할 수 있도록 교육 조치할 수 있도록 접수를 조금 해 드리겠습니다. 괜찮으시겠습니까?,"운전, 난폭, ","해당, 택시, 번호, 이용, 시간, 말씀, 시정, 조치, 교육, 조치, 접수, ","번호/차량번호, 시정/시정, 조치/접수, 접수/접수","난폭/불편유형/불편유형,",교통
44,상담사,불편신고,차량번호,예 알겠습니다. 그러면 제가 전체적으로 교육할 때 그러한 내용 전달하도록 하겠구요 택시번호가 몇 번입니까?,대구삼십일 바 팔 하나 삼 하나 읽었습니다.,"전체, 교육, 때, 내용, 전달, 택시, 번호, 번, ","대구, 삼, 십, 일, 바, 팔, 하나, 삼, 하나, ","번호/차량번호, 번/회, 대구/대구","대구삼십일 바 팔 하나 삼 하나/차량번호/차량번호,",교통
44,상담사,불편신고,시간,예 탑승 ///몇시경하셨어요,아 두시오십분에 예 차에 타고 있었으니까 내리는 시간 두시 오십오분에 내렸던 것 같아요.,"탑승, 시경, ","시, 오, 십, 분, 차, 시간, 시, 오, 십, 오, 분, ","탑승/승차, 시경/시, 시/시, 차/차량","두시오십분/시간/시간,두시오십오분/시간/시간,",교통
44,민원인,분실물,,네 저 버스 오늘 아침에 버스에서 지갑 잊어버렸거든요 떨어뜨린 것 같은데 네,아 그러십니까? 선생님 근데 버스에서 물건을 분실했을 경우에 다른 승객이 가져가지 않았다면 우리 기사님께서 종점에서 물건을 회수한 다음에 버스 회사에서 보관을 하게 되어 있습니다.,"버스, 오늘, 아침, 버스, 지갑, ","선생, 버스, 물건, 분실, 경우, 승객, 기사, 종점, 물건, 회수, 다음, 버스, 회사, 보관, ","승객/승객, 종점/종점, 회사/회사","버스/대중교통수단/교통수단,지갑/분실물/분실물,",교통
44,상담사,분실물,버스번호,선생님께서 아침에 탑승을 하셨던 버스가 혹시 노선번호 몇 번인지 알고 계십니까?,칠백이십육번이요,"선생, 아침, 탑승, 버스, 노선, 번호, 번, ","칠, 백, 이, 십, 육, 번, ","탑승/승차, 노선/버스노선, 번호/차량번호, 번/회, 백/백","칠백이십육번/버스번호/버스번호,",교통
44,상담사,분실물,시간,두 대의 차로 확인되고 있는데요 몇 시에 어느 정류장에서 탑승을 하셨는지,어 한 여덟시 반 반쯤 여덟시 한 이십분 즈음에,"대, 차, 확인, 시, 정류장, 탑승, ","여덟, 시, 반, 반, 여덟, 시, 이, 십, 분, ","차/차량, 시/시, 정류장/정류장, 탑승/승차","여덟시 이십분/시간/시간,",교통
44,상담사,분실물,위치,아니면 하차 하신 정류장이나 시간 확인되는지 좀 불러주시겠습니까?,대구공업고등학교에요,"하차, 정류장, 시간, 확인, ","대구공업, 고등, 학교, ",정류장/정류장,"대구공업고등학교/위치/위치,",교통
44,상담사,분실물,위치,대학교가 일정류장이 있고 이정류장이 있거든요 선생님,어 일정류장이요,"대학교, 일, 정류장, 정류장, 선생, ","일, 정류장, ","대학교/대학교, 정류장/정류장",,교통
44,민원인,불편신고,,버스가 탈라카는데 서지도 안하고 무정차로 그냥 가뿌는데요 하도 화가 나서 전화했어요,예 사백이십오번 현재 선생님 칠분 후에 다시 도착하기는 하는데요 어 네 불편 드려 너무 죄송합니다. 제가 해당버스 회사쪽으로 말씀을 드려서 따로 선생님 이런 부분 다시는 없도록 조금 주의 조치하도록 하겠습니다. 선생님 불편 드려 너무 죄송합니다.,"버스, 서지, 정차, 화, 전화, ","사, 백, 이, 십, 오, 번, 선생, 칠, 분, 후, 도착, 불편, 해당, 버스, 회사, 말씀, 선생, 부분, 주, 조치, 선생, 불편, ","전화/통화, 백/백, 번/회, 후/뒤, 회사/회사, 조치/접수","무정차/불편유형/불편유형,버스/대중교통수단/교통수단,",교통
44,상담사,불편신고,위치,예 제일고등학교 앞인가요 건너편인가요,바로 앞에요,"고등, 학교, 앞, 건너편, ","앞, ",건너편/건너,"제일고등학교 앞/위치/위치,",교통
44,상담사,불편신고,버스번호,원래 타셨던 노선번호는 몇 번 버스를 타실려하고 하신거에요,사이오 사이오,"노선, 번호, 번, 버스, ","사이오, 사이오, ","노선/버스노선, 번호/차량번호, 번/회","사이오/버스번호/버스번호,",교통
44,민원인,불법주정차,,예 여 불법주차 단속 좀 부탁드릴게요,예 그럼 이 해당위치를 하셔가지고 저희가 대신 전달을 좀 도와 드리도록 하겠습니다. 혹시라도 해당구청에서 선생님의 정확한 위치 확인을 위해서 선생님의 연락처를 제가 따로 알려드려도 괜찮을까요,"여, 불법, 주차, 단속, 부탁, ","해당, 위치, 대신, 전달, 해당, 구청, 선생, 정확, 위치, 확인, 선생, 연락처, ","단속/단속, 위치/위치, 연락처/연락처",,교통
44,상담사,불법주정차,위치,아 예 선생님 바로 한번 확인해보겠습니다. 위치가 어떻게 됩니까?,여 강산타운 옆에 보면 무슨 시장 같은 거 하나 있는데,"선생, 확인, 위치, ","여, 강산, 타운, 옆, 시장, ",위치/위치,"강산타운 옆/위치/위치,",교통
44,민원인,불법주정차,,예 주정차 위반 인제 신고할려고 하는데요,아 감사합니다. 예 남구청 교통과로 저희가 정확하게 내용 전달할 거고 선생님 만약에 지금 빠르게 요청 원하시는 부분이면은 이제 선생님께서 조금 번거로우시더라도 경찰서 쪽으로도 한 번 더 말씀해 주시면 됩니다.,"주정차, 위반, 신고, ","감사, 남, 구청, 교통, 과, 정확, 내용, 전달, 선생, 만약, 요청, 원, 부분, 선생, 경찰서, 번, 말씀, ","위반/신호무시, 번/회",,교통
44,상담사,불법주정차,위치,그 단속 원하시는 위치가 어느 쪽이십니까?,여 남구 대명동요 계명대학교 네거리,"단속, 원, 위치, ","대명, 동요, 계명, 대학교, 네거리, ","단속/단속, 위치/위치, 대학교/대학교, 네거리/사거리","남구 대명동/위치/위치,계명대학교 네거리/위치/위치,",교통
44,상담사,불법주정차,위치,예 사거리 쪽에 어 어느 방향이신가요,어 사거리에서 계단 방면으로 우측에 한 이십미터 정도,"사거리, 방향, ","사거리, 계단, 방면, 우측, 이, 십, 미터, 정도, ","사거리/사거리, 방향/방면, 방면/방면",,교통
44,민원인,불법주정차,,여기 동부정류장 앞에 택시 승강장에 관광버스를 턱 세워 놔버려가지고,아 알겠습니다. 그러면 저희가 지금 관할구청에 말씀 전달을 해 드릴텐데 저희가 오늘은 당직실만 운영을 하고 있어서 저희가 바로 지금 조치가 가능한지는 저희가 확인은 안 되고요,"동부, 정류장, 앞, 택시, 승강장, 관광버스, ","관할, 구청, 말씀, 전달, 오늘, 당직실, 운영, 조치, 가능, 확인, ","정류장/정류장, 조치/접수","동부정류장 앞/위치/위치,",교통
44,민원인,불법주정차,,근데 여기 시내라서 한복판에 사람들이 완전 많은데 지금 왔다갔다 하는데 차들이 줄선다고 완전 막고 있어요. 횡단보도를,아 네 선생님 너무 불편 드려 죄송합니다. 우선은 저희가 그러면 그 부근에 조금 주차 단속할 수 있도록 중구청에 말씀 드려 놓겠습니다.,"시내, 한복판, 사람, 차, 줄, 횡단보도","불편, 부근, 주차, 단속, 중구청","차/차량, 단속/단속, 중구청/중구청","시내/위치/위치,",교통
44,민원인,분실물,,그 버스 달서 사번을 탔거든요 제가 뒤에 한 십분전쯤에 성당 두산 위브 정거장을 내린 버스를 탔는데요 제가 거기물건을 놔두고 내렸는데 찾을 방법이 없나 싶어서 전화를 드렸거든요,버스가 노선 다 돌고 난 다음에 다른 분이 가져가지 않았다면 기사님께서 습득해서 버스회사에서 보관을 하고요 평일날만 버스회사에서 전화를 받기 때문에 월요일 날 열시 이후로 전화를 하셔서 문의를 하셔야 돼요,"버스, 달서 사번, 십분전, 성당 두산 위브, 정거장, 버스, 물건","버스, 노선, 기사, 습득, 보관, 평일날, 버스회사, 전화, 월요일날, 열시, 이후","달서 사번/달서사번, 노선/버스노선, 습득/습득, 평일날/평일, 버스회사/버스회사, 전화/통화, 월요일날/월요일","버스/대중교통수단/교통수단,달서사번/버스번호/버스번호,심분전/시간/시간,성당 두산 위브/위치/위치,",교통
44,민원인,불편신고,,예 지금 방금 대봉교 지났는 버스 천오백이십이번 버스요 근데 앞차가 어떻게 연차가 됐는지 저는 모르겠지만 그런데 앞차가 뭐가 거 하다고 버스승강장에 서 갖고 차가 출발을 안해요 느릿느릿 가고,아 그렇군요 제가 해당 버스 조회를 해서 이런 부분 시정이 될 수 있도록 요청을 할 건데요 선생님께서 탑승을 하셨던 시간대를 한번 불러주시겠습니까.,"방금, 대봉교, 버스, 천오백이십이번, 앞차, 연차, 버스승강장, 차, 출발","버스 조회, 시정, 탑승, 시간대","방금/지금, 버스승강장/버스정류장, 차/차량, 시정/시정, 탑승/승차","지금/시간/시간,대봉교/위치/위치,버스/대중교통수단/교통수단,천오백이십이번/버스번호/버스번호,",교통
44,상담사,불편신고,시간,아 그렇군요 제가 해당 버스 조회를 해서 이런 부분 시정이 될 수 있도록 요청을 할 건데요 선생님께서 탑승을 하셨던 시간대를 한번 불러주시겠습니까.,지금 방금 내린 상황이에요 제가 내리자마자 바로 전화 했어요.,"버스, 시정, 요청, 탑승, 시간대",,"시정/시정, 탑승/승차",,교통
44,상담사,불편신고,위치,예 하차한 정류장이 그러면 어디 입니까?,대백 프라자요,"하차, 정류장",대백 프라자,"정류장/정류장, 대백 프라자/대백프라자","대백프라자/위치/위치,",교통
44,상담사,불편신고,위치,대백프라자 앞쪽이에요 건너편이에요,// 같은 방향이에요 대봉교를 지나서 왔으니까 같은 방향이에요,"대백프라자 앞쪽, 건너편","대봉교, 방향","대백프라자 앞쪽/대백프라자, 건너편/건너, 방향/방면","대봉교/위치/위치,",교통
44,민원인,분실물,,경신고등학교 맞은편 정류장에서 버스를 탔거든요 그런데 거기 지갑을 안에 두고 내렸는 것 같은데 연락 할 방법이 없을까요,아 너무 죄송하게도 저희들도 이제 버스회사가 주말에는 업무를 안 하는 경우가 많아요 그래서 버스 회사 통화 어려운 경우에는 보통 이제 다른 승객분이 주워가지 않으면요 버스 기사분이 확인해서 버스 요금함에 넣으면 버스 회사에서 이제 유실물 사이트라든가 이런 곳에 올리고 있는 부분이라서 저희 쪽에서 지금 바로는며 좀 확인이 어려워요 선생님 혹시나 대덕,"경신고등학교 맞은편, 정류장, 버스, 지갑, 안, 연락, 방법","버스회사, 주말, 업무, 경우, 버스, 회사, 통화, 경우, 보통, 승객, 버스, 기사, 확인, 버스 요금함, 버스 회사, 유실물 사이트, 곳, 대덕","정류장/정류장, 안/안, 버스회사/버스회사, 주말/주말, 회사/회사, 통화/통화, 승객/승객, 버스 회사/버스회사, 유실물 사이트/분실물 사이트, 곳/군데","경신고등학교 맞은편/위치/위치,버스/대중교통수단/교통수단,지갑/분실물/분실물,",교통
44,민원인,전화번호,,대덕버스 전화번호라도 좀 알 수 있을까요,구륙하나 칠사오사번으로 확인되고 있습니다.,"대덕버스, 전화번호 ",구륙하나 칠사오사번,전화번호/연락처,"대덕버스/기관/기관,",교통
44,민원인,불편신고,,저 어제 그 버스를요 그 오공사 한 번 탔거든요 거기서 모르고 만원 짜리를 냈거든요 탄다고 그래서 아저씨가 오늘까지 통장에 입금 해준다고 했는데 아직 안 들어와서요,다만 이거 해당 그 버스 회사가 보통 토요일 오전에 이제 통화가 되는 경우도 있지만 주말 자체 아예 통화가 안 되는 경우도 가끔 있거든요 그래서 만약에라도 통화가 어렵다면 주말 좀 쉬고 해서 그 보셔야 될 것 같고요 그리고 오늘이 아직 그 다 지나지 않았잖아요 그래서 오늘 아직 오전 시간이니까 오후까지 입금 여부는 조금 더 기다리시는 부분도 조금은 필요할 것 같습니다.,"어제, 버스, 오공사, 만원, 아저씨, 오늘, 통장, 입금","버스 회사, 토요일, 오전, 주말, 통화, 오늘, 오전, 시간, 오후, 입금","버스 회사/버스회사, 주말/주말, 통화/통화","어제/시간/시간,오공사/버스번호/버스번호,",교통
